frame_id,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_var,mfcc19_var,mfcc20_var,genre
tEfsMfFx.41,0.6026705,0.058727175,0.06568649,0.001852708,1576.7349267264262,403966.1746488348,2643.1323814509365,420848.01440082566,3013.742670575693,4153461.8742383234,0.0227566131396588,0.0001752300433189,-8.008726e-06,0.0009406815,92.21311475409836,-289.30975,183.0989,9.019538,47.74339,-6.5682306,13.044851,-6.649998,9.716301,-0.4437666,-1.6263027,5.423009,-6.071319,5.2935667,-6.311132,3.39285,-3.9782608,-0.26297927,-0.2617434,-3.6726682,0.8969392,1615.8402,643.1667,502.37405,235.84805,137.74908,68.11499,26.980043,34.309673,32.536926,23.630821,26.240305,27.701065,27.873722,21.6136,19.870806,21.976477,25.39743,22.666452,20.438276,17.95644,hiphop
5AaQkrbj.0,0.5210723,0.09645616,0.1796978,0.014241764,3091.880554208526,7484030.828514259,3607.087980360148,1958232.035018704,6089.952025586354,27642936.41827415,0.0658784065165245,0.0105065206073793,0.0003147604,0.0024155527,127.8409090909091,-249.33026,120.18408,-8.696985,30.592829,-1.741096,14.065508,-10.715899,6.628385,2.5187993,7.2653036,3.0925045,-0.25063398,1.3712952,-4.2695646,3.8738155,3.0450554,7.698162,8.603322,5.665618,3.7072153,23739.541,4771.19,314.79758,593.22217,119.822044,291.98895,112.00053,142.72473,103.20338,127.73083,121.94389,100.50988,78.75676,56.67394,27.41353,81.439064,81.24871,92.02065,52.05782,26.143677,hardstyle
xIS1UJbG.17,0.33362266,0.07811664,0.33071375,0.0035309766,4548.634256995664,347203.22610378574,4548.691530079535,148651.77377483947,9543.75999466951,1153027.0365222413,0.100899312033582,0.0009846544066957,0.0002471814,0.01666534,148.02631578947367,10.381109,108.899055,-40.858585,28.090618,-36.973648,12.833959,-19.976454,12.369455,-13.881375,10.781072,-9.338505,11.887608,-5.5661035,13.189724,-5.5317426,9.155017,-9.663794,6.3935647,-3.4069643,3.0203972,501.6787,150.05138,145.68091,116.981125,107.52546,64.654434,58.898487,48.5119,60.624435,58.94508,86.84799,47.183453,66.004456,55.855843,51.64878,37.82298,37.846233,40.571793,42.744804,45.15165,hardstyle
3QEuLRZQ.30,0.58286536,0.0828295,0.34295738,0.024499044,3502.7815257056013,2907597.9341226,4091.782815105925,733900.6689011566,7746.71841684435,9844189.12147885,0.0488041794376332,0.0031809877343107,-7.509889e-05,0.023941875,95.33898305084746,-124.36652,100.07526,-7.2025213,53.563637,-6.393385,28.924162,-3.842203,21.12554,6.829242,9.508495,-4.582732,7.859274,2.6547427,6.0542607,0.73673743,6.203707,2.130535,3.7487335,-0.7537588,1.7834542,11532.882,783.26654,887.9823,574.54913,367.47968,414.8548,357.98627,138.96153,204.83502,105.88798,159.76675,109.01361,102.13065,92.99785,103.26853,76.45306,103.81849,91.24249,73.00591,71.03267,reggaeton
YX8Gxf4N.36,0.62196064,0.07245215,0.043239284,0.0004331634,2696.010654242783,1187967.6649290086,2968.05628950486,641662.4961934448,5741.837686567164,5471023.795082921,0.0466230510394456,0.0015531507026737,-1.56692e-05,0.0004904536,165.44117647058823,-296.11548,146.9447,-44.329674,53.289387,0.96887857,18.57917,-1.7585483,10.456159,5.3736324,1.0984555,8.846168,0.031038003,3.9201708,-7.0150366,2.5515778,3.2504663,4.565844,5.0583477,3.1304035,4.804148,3050.4272,571.7769,490.165,318.4763,464.92075,322.76382,194.6368,133.74983,101.333565,92.06587,101.91618,79.37292,88.299225,63.31559,69.90483,80.07967,62.005585,77.18978,70.30985,74.209465,reggae
ygmTRLtM.26,0.50356865,0.084443286,0.33283246,0.0071337502,3594.339978380281,1380453.5652906848,4091.7135704689777,362098.39717830514,7455.273853944563,5367398.782904803,0.0693099097148187,0.0015102234310572,1.590557e-05,0.014667163,102.27272727272728,-20.564108,129.18994,-33.857193,36.710236,-8.518978,28.279083,-3.5101428,18.822174,-1.0442169,15.439846,-3.7767332,11.251205,-4.487511,9.556096,-3.2930791,9.7550535,-1.011772,7.626533,-4.058449,2.993085,970.4796,584.6583,157.73471,108.11941,92.79171,77.59388,40.864063,41.386192,44.81231,38.248802,43.433575,31.999533,37.088158,34.558983,26.942513,38.42838,60.004997,46.172726,23.926971,26.147009,metal
tnlxsDJD.49,0.68625414,0.04136167,0.25375718,0.0004056702,4306.412497615308,390326.14309274656,4381.690283578596,102555.20134515064,8435.900852878465,1225568.023835227,0.0769464618869936,0.0004147150128458,-0.0001383331,0.007340506,112.5,-53.962307,102.78118,-24.248484,79.38588,-5.5426207,21.446344,2.806323,25.85397,-8.592391,18.175165,-9.026323,13.844164,-10.905614,10.183858,-9.27289,10.688765,-6.225053,9.682187,-7.204972,5.1584153,528.7644,215.53401,62.420517,93.46313,34.837708,44.501392,44.565266,27.569578,31.584463,22.05986,20.683231,18.206085,18.447104,19.391438,15.109115,16.861307,24.469566,18.345724,15.0207,18.111286,gabber
Ci3iLPv4.34,0.41358653,0.078227736,0.17456903,0.0006823476,3155.825819713712,982891.6963490306,3572.73596293986,938636.9983954228,6360.907515991471,9704620.029876214,0.0793139492270788,0.000445222176735,-4.386304e-05,0.005430339,133.92857142857142,-86.88356,154.0663,-51.15358,19.5479,-8.177361,34.003128,-16.38771,14.266359,-14.207556,15.459279,0.59198433,9.557031,-5.874137,10.510251,-2.5598638,10.966369,-9.311026,0.014150461,-2.5185938,2.9544342,1002.8307,773.27985,249.96529,154.19142,200.52635,99.11512,96.28182,59.39194,90.65577,70.9893,143.61609,56.864204,55.937046,47.046844,28.797695,31.88283,36.92144,29.792414,35.135902,30.128136,rock
jD1jP2X0.9,0.48661894,0.08994275,0.26282042,0.008213021,3193.1019295770616,2236801.6806294248,3370.2100144226943,486795.55033636047,6462.553304904051,6759697.033739078,0.0668560101279317,0.0029775522314528,-4.68489e-05,0.014612863,125.0,-98.58322,138.59494,-31.169447,62.22738,-18.693111,31.961586,-4.242828,4.223489,-3.290867,5.036571,2.4844646,2.598624,2.2102928,-0.97046626,0.9100079,1.2777406,0.7923338,3.7938733,3.9605606,3.1156487,4366.5557,1440.1002,309.7063,562.47296,347.6991,183.92531,152.04173,181.91235,148.15125,141.98837,66.805565,99.05717,84.73259,56.768154,59.0357,56.916245,55.80096,56.955994,62.17082,58.25823,house
5SIcxiv1.11,0.47213525,0.07697588,0.10318401,0.00015228176,3315.210410263427,407018.2050068912,3193.427253299923,217110.6341117592,6421.0254530916845,2013272.017184296,0.0848922241471215,0.0005897594729229,2.8522343e-06,0.0017753333,122.28260869565216,-134.8617,150.92044,-73.585106,61.32826,-18.220726,26.69879,-17.442366,18.03453,-11.024981,1.1507928,-2.3293724,-1.5563846,-0.3012495,-0.5228547,1.1527683,-8.354406,-1.8036324,-9.58523,-1.2069693,-6.113276,686.9033,359.61948,144.2951,157.75987,192.06726,143.09904,121.53576,96.33555,84.276794,94.995186,73.36294,51.993355,52.738007,62.55652,59.00354,46.27232,49.211945,62.72143,46.113937,36.662334,rock
Yc2MdMGn.49,0.6780747,0.044693626,0.4597577,0.011120367,3712.225118100232,1296690.9425973997,4384.712679517355,195798.9571640193,8135.111273987207,3663445.5626863968,0.0503929154450959,0.001267477062811,0.0002708245,0.024056757,140.625,-22.799448,114.775154,-21.129786,48.686924,-11.838505,27.393387,1.3698559,22.29268,2.2777379,17.058977,-3.9876585,11.063668,-3.01738,11.386728,-3.685414,7.215203,-5.350132,7.3933444,0.42376268,10.280999,2165.669,575.13086,121.05356,72.690346,74.272125,31.913425,47.73047,34.71056,45.816433,40.06756,35.14891,27.603378,25.850214,27.311596,38.671284,37.766113,44.334946,20.724373,20.259333,21.01066,techno
sYZqhugc.20,0.5217442,0.072686866,0.14229807,0.0006703653,4371.061435356282,652473.4337026146,4962.1946996134175,273865.3275849295,10111.956956289978,3701307.710625584,0.0705529967350746,0.000807155792078,0.00014338456,0.001776596,125.0,-95.030075,113.5415,-19.26403,36.31788,-9.319451,29.518183,-9.780909,18.101402,-14.019932,16.46199,-5.6803913,20.430582,-6.199415,16.775808,-5.4386234,12.934683,-2.4412158,11.463915,-2.6963365,3.548302,362.996,253.13469,80.870445,97.52202,70.38973,35.77402,35.315422,29.932962,60.994034,34.430916,29.259804,28.061697,49.47282,23.93035,23.103783,22.468542,24.449198,26.995045,32.356476,38.838394,pop
3xgWrDPe.17,0.5313127,0.08097336,0.16866516,0.000932572,3994.707240307132,528708.9234083333,3910.813773406941,151529.62607134506,8048.20762260128,1563956.0403650035,0.0987525403118336,0.0013426152382353,-2.9272669e-05,0.0067473846,140.625,-67.95218,119.59406,-51.17178,49.302338,-16.582956,32.71931,-8.528809,14.281704,-6.856415,8.851895,-6.4640994,11.064165,-4.655504,8.34567,-4.0682135,4.08966,-7.148562,2.5232306,-3.391488,1.8411274,558.0553,408.33563,190.41867,239.35722,165.93204,157.73497,74.87713,57.86542,128.91643,48.211548,57.274704,50.973118,38.33971,49.132,45.14634,33.914867,28.970367,35.95609,38.304886,30.980812,metal
9EteEf24.27,0.66515785,0.044840865,0.23923601,0.0041626496,4262.539114550929,323957.9555020986,4485.232787415623,185204.1296657693,8633.345549040512,2174397.589076338,0.094213294576226,0.0009111467311911,-3.332954e-05,0.0139011275,148.02631578947367,-23.284414,111.57076,-43.73683,39.251957,-2.3624601,24.222734,-6.1998377,24.81765,-8.574508,20.406471,-6.9671364,12.118689,-12.171824,11.304971,-7.685032,9.558101,-8.556324,9.277904,-5.570303,7.5887823,1377.4701,201.6859,271.50046,90.0805,89.92932,73.400795,39.489456,60.5336,45.404785,27.915737,42.403343,25.429892,27.078949,27.87178,23.81072,27.663313,24.803974,19.223663,17.800144,25.941465,metal
PE9BiUbN.31,0.5817322,0.071549945,0.3123359,0.012749566,3470.9549983152865,1352754.6050815831,3957.520821928679,222653.5401665172,7724.530250533049,5209248.5914273225,0.0565708705357142,0.0016373110877788,7.531761e-05,0.021684248,130.8139534883721,-87.69579,113.91895,-22.07702,60.731594,-12.548466,30.977484,-2.8576155,27.1716,8.337271,8.010068,2.5891654,9.243176,1.6174884,1.5738187,-2.8109007,7.7987304,1.4019657,7.989145,-0.02920721,-0.75603676,4075.33,766.30304,524.42065,366.3586,124.92349,120.26133,110.31349,97.03408,141.95506,64.64127,72.40187,42.86141,59.260136,43.58726,70.36145,57.097404,70.78921,45.230495,54.318573,32.181965,house
oPEk92OC.26,0.5275632,0.08690577,0.28391662,0.015306995,3935.505778875805,1611041.2042597996,4247.6828805955865,674917.256109879,8417.860474413646,7632768.6639931,0.0730558285581023,0.0016455440288936,0.00016860549,0.021674823,106.13207547169812,-59.03433,115.65335,-28.78328,40.19882,-13.414669,20.885468,-5.6819205,18.805162,-3.8962266,14.335773,-2.0965736,10.72593,0.08031556,8.906371,0.22320276,7.299483,-1.5849363,3.7221227,-1.0068843,6.5969534,5203.348,873.7349,395.59518,250.25656,211.10664,227.31996,99.27638,120.53177,68.4981,104.56243,74.523544,92.77983,102.13769,72.42984,58.25678,70.17772,50.232426,58.841557,52.271763,48.945442,pop
c0CtWHeG.27,0.6741374,0.06597196,0.3878604,0.02216546,3348.2328564618965,3140951.1845031464,3885.53062996063,464746.8267731394,7207.056236673774,8807649.363725094,0.0503044209754797,0.0033253773148401,9.544188e-05,0.021420177,125.0,-99.0651,108.29241,-18.707064,60.50568,-4.8806753,34.226612,-0.27648887,19.471859,4.155535,9.05855,7.669914,11.143855,-0.9773832,4.4142632,2.938803,6.7818446,-0.6213171,3.5170336,-0.2911807,6.127513,3567.9639,1239.7891,313.27985,405.24814,349.24,151.5151,132.39624,92.60646,154.31964,150.1021,119.34126,62.24752,67.918655,58.416664,82.916565,62.528965,53.89153,42.787376,55.859177,48.86003,house
y4lbpCf0.11,0.63200784,0.06417651,0.4102629,0.057651136,4833.349260167673,1108407.396888635,4764.269753718124,210641.331073096,10324.64352345416,1899024.4087970068,0.0787153101679104,0.0041469233998805,0.00058355444,0.010276632,133.92857142857142,-45.631332,76.76328,-33.77277,33.81684,-20.588844,27.070473,-6.306049,18.741396,-0.42785907,13.095447,3.9695792,11.069399,0.47222036,12.437086,3.3000367,10.349863,0.38574672,8.487905,3.2206283,7.131868,9179.929,606.2035,711.919,302.95593,300.02866,169.80287,266.08316,148.01695,147.99745,124.002716,161.19315,73.52794,103.56422,67.162506,86.13253,79.872475,88.781685,42.253483,51.613182,57.554024,gabber
Ynddydyy.28,0.50417745,0.09387134,0.14949888,0.0067159412,2598.721912167849,1540586.141275535,2559.847809855059,258517.9191225936,5169.592883795309,4939297.346208354,0.068296908315565,0.0032163074652491,-4.630262e-05,0.007690325,100.44642857142856,-186.37393,161.10385,-45.429146,62.424114,-3.2007039,14.174238,10.511262,-16.028362,13.789503,-5.0565658,-1.7154169,-3.173141,-3.8551173,6.938737,-2.5853446,-2.928937,-0.43295217,-4.481913,-2.2580802,-1.9516909,5829.956,1501.5944,956.60394,782.7989,502.24518,329.54376,257.59732,146.02022,85.46095,142.45691,73.785904,100.80828,102.89869,81.40643,58.219048,36.48353,40.8158,56.470676,52.626865,48.69375,hiphop
CT4XDiHO.19,0.67580396,0.04462284,0.24539787,0.0030510514,3221.096028449404,1043923.0321532066,3503.455166174956,634857.0915447001,6582.089552238806,4889300.605286634,0.0629081156716417,0.0009198698957891,-6.332913e-05,0.009669847,112.5,-72.05723,133.17885,-50.562965,57.78424,10.0777645,35.36223,-3.6582446,13.674929,1.7315171,10.259447,-0.8119051,3.0141296,-3.0432925,10.205725,-0.98243755,2.3427753,-3.373333,3.630442,-3.7776322,0.60342467,1738.9393,1081.6243,156.51518,144.97179,171.28111,111.50441,64.05574,76.01299,98.62334,56.193604,44.975716,51.224205,44.851387,45.573563,28.613314,35.36815,33.08611,36.010063,23.416424,29.977917,metal
2sAJBunP.36,0.5251313,0.06697875,0.27776268,0.0029320568,2342.9566340364254,489779.38415465504,2885.4156663428525,475409.6627484258,5219.716151385927,3467298.017527645,0.04235553538113,0.0002075478447908,-1.6303198e-05,0.010383808,160.71428571428572,-82.77961,171.7895,-41.3049,66.15208,-0.23280208,17.899654,-15.546844,2.0981188,4.752755,1.8702344,11.011015,4.5529695,3.9593415,-1.0908699,-0.93178624,-5.3555355,-0.57480186,-5.767726,-1.6932117,-4.334523,783.11676,551.6527,108.23149,111.96767,196.06503,152.44443,77.03886,115.74825,79.66085,60.558304,51.68998,30.800299,35.485874,31.610237,35.760784,36.37081,41.40324,27.746664,28.11465,23.635902,metal
4KGxGhbI.3,0.5354305,0.07523042,0.16446866,0.011472786,6037.160558548331,877521.6160186973,4745.956308606984,111288.2397035807,11139.858742004264,921479.5713474848,0.166846431902985,0.0045480485201162,5.9280752e-05,0.019795902,104.16666666666669,-76.234985,60.53656,-47.42288,33.246983,-42.73273,13.317884,-17.260088,15.13835,-10.801316,7.1160383,-20.661903,3.2949655,-18.681223,5.454177,-13.3495,7.7284756,-12.199585,4.286973,-11.277407,1.2760955,6901.111,1462.6117,579.2854,438.13086,247.05267,166.48491,111.311584,154.26848,158.46309,65.88235,92.38053,86.5182,102.80107,70.021774,87.971756,77.07806,96.802895,82.75756,60.561565,46.181152,gabber
wcTSiaq7.40,0.52693826,0.07468866,0.0021874954,1.3314051e-06,3411.280389804106,104121.16376082871,4314.560915098543,106182.56266671902,7239.039179104478,753709.5887168634,0.0751994769456289,0.0004569004674379,-1.5541444e-06,1.1302175e-06,127.8409090909091,-520.53156,140.58444,-20.616896,39.594685,-13.733615,7.3086343,-14.663963,8.882765,-6.364157,10.651053,-8.215845,17.747593,-3.7893236,10.18765,-10.570538,11.371356,-7.415874,5.16735,-6.379483,9.797682,5627.0537,73.63873,47.811554,27.067188,52.94282,25.18367,34.95958,24.1252,22.791569,26.876028,19.04312,34.209763,23.902872,24.168882,19.194714,19.439434,20.40889,24.07873,17.771208,20.199394,pop
GepX9yLG.16,0.4791073,0.074382804,0.08212911,0.00020466922,2736.786868426082,202484.2975500406,2912.9546226693697,104870.07791738772,5876.715751599148,1039032.8777166392,0.0583636643789978,0.000318721851259,-2.2239066e-05,0.0008248565,119.6808510638298,-186.70363,172.72072,-74.171074,67.23434,-21.706482,32.402058,2.9043787,7.0961766,9.59811,-6.7300553,18.189257,-3.6393032,18.551165,3.3339674,3.9490888,-0.42593715,-8.860798,0.9752705,-7.268365,5.6978993,453.46796,167.91513,67.27346,113.31972,174.26938,82.22018,59.414196,72.293976,58.660408,41.087944,45.86093,32.34722,36.61109,32.89717,36.679108,37.371544,63.44612,34.28002,26.815104,33.595924,metal
UmDTF7uc.0,0.39449024,0.08356925,0.072445996,0.0006567719,1935.8824315027773,936086.0797674428,1915.1505143052843,637618.5374921684,3399.5868869936035,3546613.791474504,0.0551289312366737,0.0007155488967401,4.8414977e-06,0.00043130538,104.16666666666669,-263.16647,184.21852,-78.98395,22.889757,17.47144,2.7711313,-5.8010926,-6.546905,-10.052861,-6.3909492,-11.398139,-12.074602,-7.453066,-8.378241,-12.657374,-0.8421468,-14.697903,-8.35272,-0.22167458,-8.986225,15502.852,3323.1863,680.3769,115.76673,116.82268,61.408924,43.392017,33.475594,45.00651,33.281807,35.128307,35.73281,23.296047,23.146208,35.999584,16.979841,52.282852,30.77197,17.8173,39.811054,metal
1e0buLjq.27,0.36939707,0.09351864,0.08628127,0.0018861418,2759.9800690619763,999815.9849601748,4007.895998292056,401208.2119450012,6261.810367803838,8544489.447490122,0.0402441614472281,0.0007642552042308,-6.130805e-05,0.003328557,122.28260869565216,-237.30876,144.77768,8.670452,18.173449,-27.55583,18.005985,-12.548666,7.1374545,-17.781658,2.238693,-11.655973,-2.7053616,-2.5656395,-11.341355,-7.942228,-5.38816,-5.9352193,3.123975,-7.0446916,-9.503176,2895.4983,468.31284,443.04352,379.50336,261.85193,143.10051,158.97311,135.43478,90.01661,115.99789,88.5306,96.87472,85.97521,103.856125,98.555244,76.64304,97.8411,112.008644,62.082897,52.694164,house
CHLPdmNL.40,0.45303714,0.09059933,0.09096329,0.00361219,2144.3879301614334,745881.8472177675,3465.0303568753675,456119.1071004628,4983.742004264393,7938043.84030454,0.010145630663646,0.000131752922167,0.00047759485,0.00043747335,95.33898305084746,-305.07883,106.76949,-19.173697,8.86919,-13.725028,20.699598,-5.863322,11.739981,-2.251179,3.1521146,3.9217699,0.9520673,9.463684,6.4857225,14.22128,7.917401,15.086952,8.810031,8.078932,5.4649935,4414.5464,174.1731,189.12622,193.55513,107.31979,146.2518,90.33927,68.11586,51.261944,56.925247,36.77058,42.66787,46.722847,59.501472,89.9846,106.89263,147.4584,108.3691,72.14116,90.22179,reggaeton
uxbqcESH.38,0.4075808,0.08308733,0.2090649,0.002473305,3752.6422121825535,1943204.867143497,3744.4623392246135,484990.0647761807,7733.025719616205,6155184.554001014,0.0910233292244136,0.002629223115531,9.978814e-05,0.008133633,110.29411764705884,-78.254944,134.8497,-49.02053,49.01844,-28.64972,35.13853,-14.169556,21.503597,-7.488162,7.2987533,-0.59885395,4.82813,0.082381584,-8.3711195,-0.96227247,-2.0338707,2.0366724,-2.7424533,0.12466788,-3.5177317,1048.9249,673.52637,473.23877,280.52658,256.5828,240.85724,249.74236,125.02709,83.90495,119.10759,63.105682,133.07237,70.35175,136.62566,76.273384,91.35438,107.69083,88.19137,84.64136,86.83039,pop
EtS2Ik83.13,0.5885861,0.061328664,0.37747583,0.0049942536,3490.043830668993,1053556.9456604295,3303.7925498860805,277289.0626617534,6837.053571428572,3078827.936112644,0.0933637476679104,0.0021557022627422,-0.00021061808,0.03490451,125.0,-11.329615,141.11269,-63.454735,69.75928,-12.039166,26.119541,-10.010331,14.078765,6.7067914,2.625797,6.8874445,4.3344026,9.785921,-2.0184338,7.519219,-1.7794627,-0.54794943,-2.1206026,1.2310078,2.0214643,1308.7081,1165.5543,131.08365,203.55054,327.2231,232.62827,90.7102,95.401596,105.70936,72.96036,54.00348,48.063065,69.38096,61.383224,53.62419,49.56595,53.93084,42.206882,36.012352,30.424597,metal
zCilTChU.0,0.22413766,0.09562576,0.05415538,0.00023848313,4667.958593424898,461699.2022133317,4158.971895317627,60819.2862087406,9307.585954157785,370753.2344245827,0.0705196811700426,0.0013796447248091,5.4546726e-06,7.374389e-05,127.8409090909091,-293.80817,74.69627,-43.764736,41.85373,-42.88681,16.213268,-52.80487,-12.431474,-16.067602,-38.697754,-8.72621,1.0734947,-39.53737,-18.896763,-23.035635,-30.185972,0.5954739,-5.136875,-10.714439,11.73985,1636.7189,402.30743,133.70312,76.57622,118.322395,84.94671,135.21013,101.76371,52.76285,60.259403,128.42128,90.15353,71.67487,60.175102,26.130148,72.3417,59.777653,118.918755,197.51979,212.75888,house
BbIGC1I2.18,0.46246776,0.076298535,0.27204004,0.0017441522,3849.62309681855,2174871.3273194977,4063.7656552151534,306344.54302666365,8004.730810234541,5701731.735989029,0.0917698061034115,0.0040511060923327,6.1441e-05,0.015867477,127.8409090909091,-42.713024,133.2749,-15.444902,52.560493,-33.62472,25.604704,-10.46773,15.04145,-6.838363,11.120686,-9.861687,6.7071147,-0.6068297,8.940285,-1.7575485,8.023389,-5.0940104,2.1987333,-6.165114,4.0301814,1318.5248,1163.3392,195.88861,218.35146,167.42232,103.71395,65.13905,83.83701,71.10303,58.587425,59.493446,70.977036,59.26027,75.52072,58.38982,71.478874,43.83912,45.666893,31.178892,28.26286,hardstyle
wcTSiaq7.16,0.49710172,0.082786165,0.30236778,0.009938751,3155.7479406298985,1813566.455565308,3890.794769538232,666244.7635785833,7198.710687633262,8443885.821640506,0.0536255663646055,0.0014300975022351,-0.00020181084,0.012189277,117.1875,-100.91012,136.23296,6.371145,58.199226,-8.209382,38.740112,-8.773035,11.793637,0.52366054,-5.038933,5.518207,7.8038516,-4.6953053,5.351106,-4.068638,-1.9235417,3.0585163,0.16208614,-0.42101917,-3.8679037,3061.878,900.07025,708.9528,453.14374,347.86002,151.95949,229.9783,125.03932,134.3697,135.00598,96.27,85.3503,85.35528,61.87587,77.02549,76.61132,67.632164,50.24649,35.19267,44.68615,pop
fABrqExT.26,0.4629255,0.087247334,0.14525925,0.00070571544,4396.103396111171,506861.42943131353,4475.307734451822,245913.0238005019,9599.930037313432,2428084.907110486,0.0905381713086354,0.0005267375107165,-8.8020395e-05,0.0028205933,104.16666666666669,-86.0279,109.03154,-32.286003,49.29256,-10.594241,32.017124,-17.07838,15.725211,-5.452734,20.533075,-4.4968653,5.523971,-5.430643,13.054683,-0.6692177,8.799982,-5.959767,5.872229,-0.6968386,6.8227882,417.9018,247.19057,158.70854,145.4286,93.19112,122.83131,40.910984,79.59178,80.21654,51.839252,45.653828,62.540844,35.072586,30.369467,37.85447,46.33074,33.570774,30.59173,39.627983,28.17263,rock
EAhLca7J.8,0.5507226,0.09067688,0.2928242,0.026389766,3455.5584869371105,2621269.809868737,3611.7273626111423,489671.3459733811,6944.596215351812,8240834.192801508,0.0719928538113006,0.0050059084889866,-0.00037038935,0.014340232,133.92857142857142,-79.445244,122.7699,-47.33286,35.7805,-17.960592,16.540253,-17.154747,7.455497,-8.325732,-0.82438743,-7.0493574,-1.9771086,-3.1012735,-3.9915996,-4.459882,-2.3014233,-1.9983294,-1.6768913,-4.7441764,-4.2450457,1596.4714,1770.1703,576.7033,308.9454,534.7861,187.96597,265.4034,133.24013,205.5601,174.63712,123.86986,116.58695,81.22803,89.82107,72.87422,108.24862,63.597378,72.90741,41.247883,51.971684,techno
nuwHML3R.63,0.617619,0.06095552,0.24719675,0.004563366,2207.7616434949687,410552.5020111842,2839.806373154732,312257.29424396326,5099.430303837953,3092050.0038128207,0.0330479994003198,0.0001767213731498,-2.4665038e-05,0.011698008,140.625,-117.02114,172.65222,-38.989315,60.26412,-20.026054,25.911156,5.2190175,4.4960246,9.673431,-3.105232,14.841621,-5.2249365,10.281868,-0.99720997,6.403567,5.106659,-2.2991128,8.258842,-2.018465,4.4321923,1654.6404,622.1104,220.96933,279.22174,199.84943,97.97856,58.64189,44.492588,52.04904,37.71571,31.22566,22.39023,39.055588,37.858032,37.459988,29.327194,23.79817,33.93659,27.140617,29.89288,gabber
7Mzmkosr.50,0.7410003,0.06780215,0.025713636,0.00035701817,1136.752853643382,7529150.662070791,1820.371382803353,2680072.6589688435,1824.4926199261995,25212738.243632123,0.002985542550738,5.292236034754672e-06,2.03401e-05,4.723864e-06,133.92857142857142,-620.0678,85.2947,75.30959,62.536777,48.4001,34.876938,23.141129,14.042489,7.884936,4.4733806,3.152293,3.0634458,3.4080334,3.6676943,3.6142473,3.2316673,2.6258984,2.0267816,1.6698282,1.6534386,1405.424,1681.5237,1290.8542,850.20624,492.73846,246.65466,110.41373,47.27403,21.888777,12.570187,9.597844,8.841808,8.797797,8.945825,8.809791,8.00978,7.093257,6.486564,5.996618,5.865611,reggaeton
T4BlGzEq.122,0.45975643,0.06910483,0.14207874,0.00026497908,2781.5338527198487,163749.00771192135,4098.741938539971,89928.50745420888,6070.762260127932,1247989.2814495028,0.0316706090085287,6.273712505471496e-05,-0.00014888147,0.0025818578,114.79591836734694,-114.46436,156.05957,-12.2443285,32.73207,-13.463658,16.840538,-13.927879,14.322361,-11.030034,14.521583,-10.379477,10.562536,-9.740852,9.617289,-9.981421,8.147935,-7.5145917,6.240354,-6.801759,7.678891,573.7792,78.414894,55.60366,26.437317,35.63342,18.582218,32.7931,16.910494,25.558352,35.697098,28.046953,26.791752,23.01296,23.909351,20.607897,16.150116,21.736595,16.18962,20.78655,15.958335,gabber
QFo5PVzo.7,0.4583767,0.08168222,0.28313825,0.0078022503,2659.9144203575934,1507645.832448907,3669.298861004781,361723.1399519166,6095.549040511727,7487125.503125412,0.0399453624733475,0.0012527715571201,7.126725e-05,0.008764194,117.1875,-120.05274,149.42638,-3.2373085,47.270153,-8.186135,39.362473,-12.1642685,16.717293,5.294907,-2.736795,-1.4160391,9.8664055,-7.663415,-3.5030358,7.62813,-4.1568766,4.403311,-0.67986524,7.335091,-0.45497546,1180.2892,714.28973,317.7924,268.3123,227.80695,128.98328,129.38728,135.28053,147.89952,83.5086,107.06054,100.427475,64.436066,63.35311,115.514435,125.41263,48.485966,47.217667,56.95421,72.47554,pop
dlkq1FXB.40,0.45002657,0.086335644,0.15062718,0.0029348282,3113.4786515428013,591717.4578307848,2925.860045136424,354509.52455646184,6152.668576759062,3212958.874958409,0.0850577608608742,0.000997659523927,-2.7796427e-06,0.004584684,130.8139534883721,-106.10176,155.92148,-81.00192,35.75363,-27.252037,25.950413,-6.9476233,9.715198,-8.8980255,0.7914828,0.32232678,-8.498732,10.844613,-12.797618,2.5482638,-1.701332,5.0364823,0.9885685,3.0866385,-0.22423302,589.51654,352.99768,192.82176,240.55724,202.35704,157.54941,144.66647,86.62884,33.820786,48.676216,41.548077,53.075607,49.811966,47.72614,78.51817,65.15625,34.404583,68.804726,47.54395,40.314125,gabber
